fireID,orig,start_edit,end_edit,modis,fih_fire_t,date_adj
0156_f,2014-01-12,2014-01-12,2014-01-12,train_test,WF,modis_1k
0177_f,2014-03-12,2014-03-11,2014-03-12,train_test,WF,modis_1k
0323_f,2014-10-13,2014-10-10,2014-10-13,train_test,PB,modis_1k
0335_f,2014-10-24,2014-10-24,2014-10-27,train_test,PB,modis_1k
0368_f,2014-10-14,2014-10-10,2014-10-14,train_test,PB,modis_1k
0956_f,2016-04-16,2016-04-23,2016-04-23,train_test,PB,modis_1k
2154_f,2016-10-25,2016-10-25,2016-11-01,train_test,PB,modis_1k
2162_f,2016-11-07,2016-11-07,2016-11-07,train_test,PB,modis_1k
2367_f,2017-02-08,2017-02-08,2017-02-08,train_test,WF,modis_1k
2429_f,2017-04-06,2017-04-06,2017-04-09,train_test,PB,modis_1k
2573_f,2017-10-30,2017-10-30,2017-11-04,train_test,PB,modis_1k
3032_f,2020-09-16,2020-09-14,2020-09-16,train_test,PB,modis_1k
3767_f,2020-05-15,2020-05-14,2020-05-15,train_test,PB,modis_1k
3988_f,2018-10-09,2018-10-08,2018-10-09,train_test,PB,modis_1k
4747_f,2019-08-28,2019-08-28,2019-08-28,train_test,PB,modis_1k
4768_f,2019-09-29,2019-09-27,2019-10-02,train_test,PB,modis_1k
4777_f,2019-09-30,2019-09-28,2019-09-30,train_test,PB,modis_1k
5023_f,2010-04-23,2010-04-21,2010-04-29,train_test,PB,modis_1k
5464_f,2010-01-03,2010-01-03,2010-01-03,train_test,WF,modis_1k
5641_f,2011-06-09,2011-05-09,2011-06-09,train_test,PB,modis_1k
5786_f,2010-11-03,2010-11-03,2010-11-03,train_test,WF,modis_1k
5805_f,2011-02-06,2011-02-06,2011-02-06,train_test,WF,modis_1k
6150_f,2020-04-08,2020-04-08,2020-04-08,train_test,WF,modis_1k
6156_f,2020-09-15,2020-09-15,2020-09-18,train_test,PB,modis_1k
6159_f,2020-10-06,2020-10-06,2020-10-11,train_test,PB,modis_1k
4150_f,2005-03-02,2005-03-02,2005-03-03,1k,WF,modis_1k
4192_f,2005-01-15,2005-01-15,2005-01-19,1k,WF,modis_1k
4202_f,2005-02-15,2005-02-15,2005-02-16,1k,WF,modis_1k
4122_f,2005-04-20,2005-04-19,2005-04-20,1k,PB,modis_1k
4123_f,2005-04-27,2005-04-26,2005-04-28,1k,PB,modis_1k
4132_f,2005-04-06,2005-04-05,2005-04-06,1k,PB,modis_1k
4377_f,2005-10-20,2005-10-15,2005-10-20,1k,PB,modis_1k
4385_f,2005-10-19,2005-10-19,2005-10-19,1k,PB,modis_1k
4387_f,2005-11-29,2005-11-29,2005-11-29,1k,PB,modis_1k
4388_f,2005-10-19,2005-10-19,2005-10-19,1k,PB,modis_1k
4389_f,2005-10-20,2005-10-15,2005-10-20,1k,PB,modis_1k
4394_f,2005-10-29,2005-10-29,2005-10-29,1k,PB,modis_1k
4397_f,2005-11-11,2005-11-11,2005-11-11,1k,PB,modis_1k
4398_f,2005-10-16,2005-10-12,2005-10-16,1k,PB,modis_1k
4404_f,2005-12-02,2005-12-02,2005-12-02,1k,PB,modis_1k
4405_f,2005-11-24,2005-11-16,2005-11-24,1k,PB,modis_1k
4407_f,2005-10-20,2005-10-19,2005-10-20,1k,PB,modis_1k
4408_f,2005-11-12,2005-11-10,2005-11-18,1k,PB,modis_1k
4544_f,2006-10-28,2006-10-28,2006-10-29,1k,WF,modis_1k
4260_f,2006-05-09,2006-05-09,2006-05-12,1k,PB,modis_1k
4262_f,2006-05-11,2006-05-10,2006-05-12,1k,PB,modis_1k
4263_f,2006-06-09,2006-06-09,2006-06-09,1k,PB,modis_1k
4267_f,2006-05-12,2006-05-11,2006-05-12,1k,PB,modis_1k
4269_f,2006-05-19,2006-05-19,2006-05-21,1k,PB,modis_1k
4271_f,2006-06-25,2006-06-24,2006-06-25,1k,PB,modis_1k
4272_f,2006-05-02,2006-05-01,2006-05-02,1k,PB,modis_1k
4374_f,2006-05-19,2006-05-19,2006-05-20,1k,PB,modis_1k
4375_f,2006-05-08,2006-05-03,2006-05-11,1k,PB,modis_1k
4522_f,2006-10-19,2006-10-19,2006-10-19,1k,PB,modis_1k
4510_f,2006-10-06,2006-10-05,2006-10-07,1k,PB,modis_1k
4511_f,2006-10-17,2006-10-17,2006-10-17,1k,PB,modis_1k
4514_f,2006-11-01,2006-11-01,2006-11-01,1k,PB,modis_1k
4476_f,2007-01-29,2007-01-29,2007-01-29,1k,WF,modis_1k
4488_f,2007-01-28,2007-01-28,2007-01-30,1k,WF,modis_1k
4491_f,2007-03-08,2007-03-08,2007-03-09,1k,WF,modis_1k
4494_f,2007-01-29,2007-01-29,2007-01-29,1k,WF,modis_1k
4500_f,2007-01-09,2007-01-09,2007-01-09,1k,WF,modis_1k
4501_f,2007-02-03,2007-01-27,2007-02-06,1k,WF,modis_1k
4504_f,2007-01-29,2007-01-29,2007-01-29,1k,WF,modis_1k
4966_f,2007-10-14,2007-10-14,2007-10-14,1k,PB,modis_1k
4970_f,2007-10-05,2007-10-04,2007-10-05,1k,PB,modis_1k
4977_f,2007-11-07,2007-11-06,2007-11-12,1k,PB,modis_1k
4982_f,2007-09-23,2007-09-23,2007-09-23,1k,PB,modis_1k
4985_f,2007-10-03,2007-10-03,2007-10-04,1k,PB,modis_1k
4986_f,2007-10-03,2007-10-02,2007-10-03,1k,PB,modis_1k
4993_f,2007-10-24,2007-10-23,2007-10-24,1k,PB,modis_1k
4994_f,2007-10-24,2007-10-23,2007-10-24,1k,PB,modis_1k
4995_f,2007-10-23,2007-10-23,2007-10-23,1k,PB,modis_1k
4998_f,2007-10-06,2007-10-06,2007-10-07,1k,PB,modis_1k
4465_f,2007-04-22,2007-04-21,2007-04-22,1k,PB,modis_1k
4462_f,2007-05-03,2007-05-03,2007-05-07,1k,PB,modis_1k
4468_f,2007-04-20,2007-04-20,2007-04-20,1k,PB,modis_1k
4453_f,2007-04-20,2007-04-20,2007-04-21,1k,PB,modis_1k
4459_f,2007-05-10,2007-05-10,2007-05-10,1k,PB,modis_1k
4555_f,2008-01-08,2008-01-08,2008-01-09,1k,WF,modis_1k
5322_f,2008-10-15,2008-10-15,2008-10-17,1k,WF,modis_1k
5325_f,2008-10-20,2008-10-15,2008-10-20,1k,WF,modis_1k
4551_f,2008-04-16,2008-04-14,2008-04-16,1k,PB,modis_1k
4560_f,2008-04-14,2008-04-14,2008-04-14,1k,PB,modis_1k
4562_f,2008-04-12,2008-04-12,2008-04-12,1k,PB,modis_1k
4564_f,2008-05-18,2008-05-18,2008-05-19,1k,PB,modis_1k
5233_f,2008-10-14,2008-10-10,2008-10-15,1k,PB,modis_1k
5235_f,2008-10-10,2008-10-10,2008-10-15,1k,PB,modis_1k
5237_f,2008-11-15,2008-11-14,2008-11-15,1k,PB,modis_1k
5241_f,2008-11-14,2008-11-13,2008-11-14,1k,PB,modis_1k
5242_f,2008-11-14,2008-11-14,2008-11-14,1k,PB,modis_1k
5248_f,2008-11-02,2008-11-02,2008-11-02,1k,PB,modis_1k
5254_f,2008-10-10,2008-10-10,2008-10-14,1k,PB,modis_1k
5255_f,2008-10-11,2008-10-08,2008-10-17,1k,PB,modis_1k
5256_f,2008-08-15,2008-08-15,2008-08-15,1k,PB,modis_1k
5198_f,2009-01-06,2009-01-06,2009-01-06,1k,WF,modis_1k
5199_f,2009-04-12,2009-04-12,2009-04-12,1k,WF,modis_1k
5071_f,2009-06-02,2009-05-29,2009-06-02,1k,PB,modis_1k
5077_f,2009-05-18,2009-05-18,2009-05-19,1k,PB,modis_1k
5107_f,2009-10-16,2009-10-16,2009-10-16,1k,WF,modis_1k
5555_f,2009-12-20,2009-12-20,2009-12-20,1k,WF,modis_1k
5558_f,2009-12-29,2009-12-29,2009-12-30,1k,WF,modis_1k
5566_f,2009-10-07,2009-10-05,2009-10-07,1k,PB,modis_1k
5567_f,2009-10-09,2009-10-05,2009-10-09,1k,PB,modis_1k
5568_f,2009-09-27,2009-09-25,2009-09-27,1k,PB,modis_1k
5583_f,2009-10-16,2009-10-15,2009-10-17,1k,PB,modis_1k
5585_f,2009-10-15,2009-10-13,2009-10-15,1k,PB,modis_1k
5588_f,2009-10-22,2009-10-20,2009-10-22,1k,PB,modis_1k
5561_f,2009-11-02,2009-11-01,2009-11-02,1k,WF,modis_1k
5563_f,2009-12-13,2009-12-13,2009-12-18,1k,WF,modis_1k
5595_f,2009-10-14,2009-10-14,2009-10-14,1k,PB,modis_1k
5596_f,2009-11-01,2009-11-01,2009-11-02,1k,PB,modis_1k
5467_f,2010-01-18,2010-01-18,2010-01-18,1k,WF,modis_1k
5478_f,2010-01-24,2010-01-24,2010-01-24,1k,WF,modis_1k
5490_f,2010-05-05,2010-05-04,2010-05-07,1k,PB,modis_1k
5491_f,2010-05-17,2010-05-17,2010-05-17,1k,PB,modis_1k
5492_f,2010-05-19,2010-05-18,2010-05-20,1k,PB,modis_1k
5493_f,2010-05-20,2010-05-20,2010-05-20,1k,PB,modis_1k
5497_f,2010-05-06,2010-04-29,2010-05-06,1k,PB,modis_1k
5498_f,2010-05-03,2010-05-03,2010-05-03,1k,PB,modis_1k
5501_f,2010-04-29,2010-04-29,2010-04-29,1k,PB,modis_1k
5502_f,2010-04-26,2010-04-26,2010-04-27,1k,PB,modis_1k
5764_f,2010-10-09,2010-10-09,2010-10-09,1k,WF,modis_1k
5615_f,2010-10-13,2010-10-13,2010-10-15,1k,PB,modis_1k
5772_f,2010-08-11,2010-08-10,2010-08-11,1k,WF,modis_1k
5777_f,2010-09-30,2010-09-30,2010-09-30,1k,WF,modis_1k
5605_f,2010-06-10,2010-06-10,2010-06-10,1k,PB,modis_1k
5616_f,2010-09-14,2010-09-14,2010-09-14,1k,PB,modis_1k
5629_f,2010-09-06,2010-09-06,2010-09-06,1k,PB,modis_1k
5630_f,2010-08-03,2010-08-03,2010-08-03,1k,PB,modis_1k
5632_f,2010-07-23,2010-07-22,2010-07-23,1k,PB,modis_1k
5993_f,2011-11-16,2011-11-16,2011-11-16,1k,PB,modis_1k
5995_f,2011-11-01,2011-11-01,2011-11-01,1k,PB,modis_1k
5606_f,2011-05-09,2011-05-05,2011-05-13,1k,PB,modis_1k
5607_f,2011-05-09,2011-05-05,2011-05-13,1k,PB,modis_1k
5609_f,2011-05-16,2011-05-16,2011-05-16,1k,PB,modis_1k
5611_f,2011-05-12,2011-05-11,2011-05-12,1k,PB,modis_1k
5613_f,2011-05-12,2011-05-12,2011-05-12,1k,PB,modis_1k
5827_f,2011-10-11,2011-10-11,2011-10-11,1k,WF,modis_1k
5958_f,2011-11-20,2011-11-20,2011-11-20,1k,PB,modis_1k
5963_f,2011-10-05,2011-10-05,2011-10-05,1k,PB,modis_1k
5970_f,2011-09-11,2011-09-09,2011-09-11,1k,PB,modis_1k
5976_f,2011-10-06,2011-10-06,2011-10-06,1k,PB,modis_1k
5986_f,2011-10-20,2011-10-20,2011-10-20,1k,PB,modis_1k
5804_f,2011-02-05,2011-02-05,2011-02-06,1k,WF,modis_1k
5619_f,2011-05-09,2011-05-09,2011-05-09,1k,PB,modis_1k
5621_f,2011-05-11,2011-05-11,2011-05-11,1k,PB,modis_1k
5639_f,2011-05-11,2011-05-11,2011-05-11,1k,PB,modis_1k
5400_f,2012-10-20,2012-10-20,2012-10-20,1k,PB,modis_1k
5401_f,2012-10-25,2012-10-24,2012-10-25,1k,PB,modis_1k
5825_f,2012-01-29,2012-01-29,2012-01-30,1k,WF,modis_1k
5955_f,2012-05-25,2012-05-24,2012-05-26,1k,PB,modis_1k
5956_f,2012-05-26,2012-05-26,2012-05-26,1k,PB,modis_1k
6015_f,2012-10-10,2012-10-10,2012-10-11,1k,WF,modis_1k
6018_f,2012-10-06,2012-10-06,2012-10-10,1k,WF,modis_1k
5368_f,2012-09-15,2012-09-15,2012-09-15,1k,PB,modis_1k
6017_f,2013-02-04,2013-02-04,2013-02-04,1k,WF,modis_1k
6023_f,2013-02-28,2013-02-28,2013-02-28,1k,WF,modis_1k
5373_f,2013-05-23,2013-05-22,2013-05-23,1k,PB,modis_1k
5381_f,2013-05-25,2013-05-25,2013-05-25,1k,PB,modis_1k
5390_f,2013-05-17,2013-05-17,2013-05-17,1k,PB,modis_1k
0240_f,2013-10-14,2013-10-14,2013-10-14,1k,PB,modis_1k
0248_f,2013-10-28,2013-10-28,2013-10-29,1k,PB,modis_1k
0339_f,2014-08-11,2014-08-05,2014-08-15,1k,PB,modis_1k
0354_f,2014-09-18,2014-09-18,2014-09-18,1k,PB,modis_1k
0369_f,2014-09-16,2014-09-16,2014-09-17,1k,PB,modis_1k
0459_f,2014-12-21,2014-12-19,2014-12-21,1k,WF,modis_1k
0225_f,2014-06-06,2014-06-06,2014-06-06,1k,PB,modis_1k
0236_f,2014-06-05,2014-06-05,2014-06-06,1k,PB,modis_1k
0654_f,2015-11-23,2015-11-23,2015-11-23,1k,WF,modis_1k
0273_f,2015-05-15,2015-05-15,2015-05-15,1k,WF,modis_1k
0279_f,2015-01-30,2015-01-30,2015-02-04,1k,WF,modis_1k
0327_f,2015-04-26,2015-04-26,2015-04-26,1k,PB,modis_1k
0337_f,2015-04-26,2015-04-26,2015-04-27,1k,PB,modis_1k
0655_f,2015-10-08,2015-10-01,2015-10-08,1k,PB,modis_1k
0657_f,2015-10-24,2015-10-21,2015-10-26,1k,PB,modis_1k
0658_f,2015-10-24,2015-10-20,2015-10-24,1k,PB,modis_1k
0659_f,2015-10-24,2015-10-21,2015-10-24,1k,PB,modis_1k
0604_f,2015-09-16,2015-09-16,2015-09-22,1k,PB,modis_1k
0338_f,2015-04-20,2015-04-20,2015-04-20,1k,PB,modis_1k
0351_f,2015-05-13,2015-05-13,2015-05-13,1k,PB,modis_1k
0356_f,2015-04-19,2015-04-19,2015-04-19,1k,PB,modis_1k
0357_f,2015-04-24,2015-04-22,2015-04-25,1k,PB,modis_1k
0359_f,2015-05-21,2015-05-21,2015-05-21,1k,PB,modis_1k
0380_f,2015-05-12,2015-05-08,2015-05-12,1k,PB,modis_1k
0476_f,2015-02-06,2015-01-31,2015-02-06,1k,WF,modis_1k
0644_f,2015-11-15,2015-11-15,2015-11-16,1k,WF,modis_1k
0900_f,2015-09-23,2015-09-23,2015-09-23,1k,WF,modis_1k
0627_f,2015-09-03,2015-09-03,2015-09-09,1k,PB,modis_1k
0629_f,2015-09-21,2015-09-20,2015-09-22,1k,PB,modis_1k
0630_f,2015-09-27,2015-09-27,2015-09-27,1k,PB,modis_1k
0639_f,2015-10-28,2015-10-28,2015-10-29,1k,PB,modis_1k
0641_f,2015-11-04,2015-11-04,2015-11-10,1k,PB,modis_1k
0965_f,2016-04-03,2016-04-02,2016-04-03,1k,PB,modis_1k
0966_f,2016-04-03,2016-04-01,2016-04-03,1k,PB,modis_1k
2376_f,2016-11-01,2016-11-01,2016-11-02,1k,PB,modis_1k
2132_f,2016-10-21,2016-10-18,2016-10-21,1k,PB,modis_1k
2149_f,2016-10-12,2016-10-12,2016-10-13,1k,PB,modis_1k
2153_f,2016-10-23,2016-10-23,2016-10-28,1k,PB,modis_1k
2156_f,2016-10-26,2016-10-26,2016-11-02,1k,PB,modis_1k
2159_f,2016-10-31,2016-10-31,2016-10-31,1k,PB,modis_1k
2164_f,2016-11-08,2016-11-08,2016-11-08,1k,PB,modis_1k
2167_f,2016-11-09,2016-11-09,2016-11-12,1k,PB,modis_1k
0909_f,2016-01-09,2016-01-09,2016-01-09,1k,WF,modis_1k
0923_f,2016-03-14,2016-03-14,2016-03-14,1k,WF,modis_1k
0961_f,2016-04-06,2016-04-06,2016-04-07,1k,PB,modis_1k
0964_f,2016-04-22,2016-04-22,2016-04-23,1k,PB,modis_1k
2373_f,2017-03-30,2017-03-30,2017-03-31,1k,PB,modis_1k
2382_f,2017-05-06,2017-05-06,2017-05-06,1k,PB,modis_1k
2383_f,2017-05-07,2017-05-07,2017-05-13,1k,PB,modis_1k
2386_f,2017-03-29,2017-03-29,2017-03-30,1k,PB,modis_1k
2387_f,2017-03-29,2017-03-29,2017-03-31,1k,PB,modis_1k
2757_f,2017-10-31,2017-10-31,2017-11-01,1k,PB,modis_1k
2362_f,2017-01-05,2017-01-05,2017-01-05,1k,WF,modis_1k
2363_f,2017-01-08,2017-01-08,2017-01-08,1k,WF,modis_1k
2431_f,2017-04-10,2017-04-10,2017-04-18,1k,PB,modis_1k
2434_f,2017-03-31,2017-03-31,2017-04-01,1k,PB,modis_1k
2443_f,2017-05-13,2017-05-10,2017-05-13,1k,PB,modis_1k
2575_f,2017-11-01,2017-10-31,2017-11-01,1k,PB,modis_1k
2428_f,2017-03-29,2017-03-29,2017-03-30,1k,PB,modis_1k
2445_f,2017-06-09,2017-06-08,2017-06-09,1k,PB,modis_1k
2762_f,2018-05-01,2018-05-01,2018-05-01,1k,PB,modis_1k
2807_f,2018-05-16,2018-05-16,2018-05-18,1k,PB,modis_1k
2808_f,2018-05-01,2018-05-01,2018-05-03,1k,PB,modis_1k
2760_f,2018-05-24,2018-05-23,2018-05-24,1k,WF,modis_1k
2777_f,2018-05-05,2018-05-03,2018-05-11,1k,PB,modis_1k
2778_f,2018-05-10,2018-05-10,2018-05-12,1k,PB,modis_1k
2815_f,2018-01-29,2018-01-29,2018-01-29,1k,WF,modis_1k
2847_f,2018-05-05,2018-05-05,2018-05-05,1k,WF,modis_1k
3810_f,2018-10-25,2018-10-25,2018-10-25,1k,PB,modis_1k
3811_f,2018-10-26,2018-10-26,2018-10-27,1k,PB,modis_1k
3991_f,2018-10-02,2018-10-02,2018-10-02,1k,PB,modis_1k
3327_f,2019-10-22,2019-10-22,2019-10-25,1k,PB,modis_1k
4787_f,2019-10-08,2019-10-08,2019-10-08,1k,PB,modis_1k
4789_f,2019-09-28,2019-09-28,2019-09-29,1k,PB,modis_1k
5206_f,2019-05-01,2019-05-01,2019-05-01,1k,PB,modis_1k
5208_f,2019-05-09,2019-05-09,2019-05-09,1k,PB,modis_1k
